gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Sec61a1,Deiters_1st/2nd_row,1.19E-20,0.337597279,0.563,0.381,2.75E-16
Bzw1,Deiters_1st/2nd_row,2.09E-27,0.337271736,0.815,0.65,4.84E-23
Yrdc,Deiters_1st/2nd_row,1.10E-25,0.337022733,0.654,0.457,2.54E-21
Tbpl1,Deiters_1st/2nd_row,2.58E-22,0.336062259,0.457,0.279,5.97E-18
Snrpd3,Deiters_1st/2nd_row,2.39E-26,0.332675793,0.83,0.681,5.54E-22
Gm5514,Deiters_1st/2nd_row,1.08E-17,0.330997557,0.522,0.361,2.50E-13
BC005561,Deiters_1st/2nd_row,1.67E-20,0.330492842,0.616,0.449,3.86E-16
Ssx2ip,Deiters_1st/2nd_row,1.68E-23,0.329827652,0.491,0.302,3.88E-19
Chd7,Deiters_1st/2nd_row,4.19E-20,0.328590191,0.4,0.239,9.69E-16
Hspe1,Deiters_1st/2nd_row,4.72E-34,0.328538874,0.94,0.838,1.09E-29
Ppp3ca,Deiters_1st/2nd_row,8.95E-25,0.328395623,0.491,0.292,2.07E-20
Wdfy1,Deiters_1st/2nd_row,2.29E-26,0.32831476,0.418,0.229,5.30E-22
Dnajc25,Deiters_1st/2nd_row,6.03E-29,0.327899529,0.332,0.158,1.39E-24
Capzb,Deiters_1st/2nd_row,3.01E-27,0.32754939,0.835,0.698,6.96E-23
Tcf7l1,Deiters_1st/2nd_row,3.00E-42,0.326844006,0.259,0.087,6.93E-38
Snx5,Deiters_1st/2nd_row,1.26E-17,0.326734155,0.504,0.346,2.91E-13
Cldn23,Deiters_1st/2nd_row,1.64E-25,0.326554937,0.486,0.279,3.79E-21
Zfp553,Deiters_1st/2nd_row,1.20E-22,0.325135996,0.283,0.139,2.77E-18
Txndc12,Deiters_1st/2nd_row,1.80E-25,0.324138132,0.424,0.238,4.17E-21
Cuedc1,Deiters_1st/2nd_row,1.26E-27,0.323229609,0.384,0.199,2.91E-23
Tmem51,Deiters_1st/2nd_row,1.10E-39,0.323158114,0.286,0.106,2.53E-35
Syngr1,Deiters_1st/2nd_row,7.74E-32,0.32220697,0.339,0.154,1.79E-27
Tulp4,Deiters_1st/2nd_row,2.40E-22,0.322076001,0.505,0.313,5.55E-18
Sypl,Deiters_1st/2nd_row,4.58E-18,0.320588693,0.453,0.294,1.06E-13
Efna3,Deiters_1st/2nd_row,2.53E-29,0.320020878,0.319,0.145,5.86E-25
Nudt4,Deiters_1st/2nd_row,2.32E-24,0.319952038,0.44,0.256,5.37E-20
Gnb1,Deiters_1st/2nd_row,1.21E-20,0.319309925,0.636,0.457,2.80E-16
Pabpc1,Deiters_1st/2nd_row,1.03E-29,0.318787136,0.92,0.846,2.39E-25
Notch1,Deiters_1st/2nd_row,1.23E-22,0.316232489,0.502,0.307,2.84E-18
Pgls,Deiters_1st/2nd_row,1.12E-24,0.316112048,0.813,0.659,2.58E-20
Snx1,Deiters_1st/2nd_row,3.50E-25,0.315884568,0.435,0.243,8.09E-21
Ube2e1,Deiters_1st/2nd_row,5.17E-25,0.312973742,0.701,0.516,1.20E-20
Ildr1,Deiters_1st/2nd_row,2.71E-19,0.312834987,0.531,0.359,6.27E-15
Hsd17b12,Deiters_1st/2nd_row,1.34E-26,0.312833906,0.679,0.459,3.11E-22
Wdr1,Deiters_1st/2nd_row,3.60E-22,0.312830298,0.667,0.498,8.32E-18
Aplp2,Deiters_1st/2nd_row,1.90E-21,0.312331183,0.638,0.456,4.41E-17
Hnrnpu,Deiters_1st/2nd_row,1.57E-21,0.311569059,0.63,0.46,3.63E-17
Neu1,Deiters_1st/2nd_row,6.93E-23,0.311015657,0.342,0.182,1.60E-18
Alkbh1,Deiters_1st/2nd_row,2.35E-20,0.310393877,0.455,0.282,5.44E-16
Nr2f1,Deiters_1st/2nd_row,2.41E-24,0.30964846,0.777,0.573,5.57E-20
Gm2a,Deiters_1st/2nd_row,2.97E-22,0.309361167,0.377,0.204,6.87E-18
Akr7a5,Deiters_1st/2nd_row,1.76E-17,0.307367255,0.574,0.417,4.08E-13
Tomm40,Deiters_1st/2nd_row,4.95E-20,0.305945294,0.659,0.486,1.14E-15
Atp6v0b,Deiters_1st/2nd_row,2.14E-17,0.30139685,0.737,0.592,4.96E-13
Dut,Deiters_1st/2nd_row,2.64E-22,0.300346407,0.583,0.392,6.10E-18
Plpp3,Deiters_1st/2nd_row,3.20E-21,0.29960327,0.38,0.217,7.40E-17
Hnrnpa1,Deiters_1st/2nd_row,1.72E-23,0.298866589,0.899,0.787,3.98E-19
Stxbp3,Deiters_1st/2nd_row,3.11E-21,0.298458807,0.321,0.169,7.19E-17
Ergic1,Deiters_1st/2nd_row,1.12E-18,0.29799022,0.417,0.26,2.60E-14
Sorbs2,Deiters_1st/2nd_row,2.38E-29,0.296376876,0.399,0.201,5.51E-25
Bccip,Deiters_1st/2nd_row,5.17E-14,0.295849602,0.576,0.432,1.20E-09
Tpd52l1,Deiters_1st/2nd_row,3.36E-25,0.295758563,0.332,0.162,7.78E-21
Tubb2b,Deiters_1st/2nd_row,4.91E-15,0.295585696,0.761,0.641,1.14E-10
Prkcd,Deiters_1st/2nd_row,3.31E-21,0.294844515,0.433,0.259,7.66E-17
Bzw2,Deiters_1st/2nd_row,1.13E-18,0.294780036,0.476,0.309,2.63E-14
Aig1,Deiters_1st/2nd_row,1.24E-20,0.294748797,0.638,0.461,2.88E-16
Atp6v0e,Deiters_1st/2nd_row,5.07E-24,0.294624238,0.888,0.793,1.17E-19
Polr2e,Deiters_1st/2nd_row,1.66E-20,0.294509555,0.732,0.569,3.85E-16
Pgk1,Deiters_1st/2nd_row,3.12E-21,0.292487915,0.877,0.734,7.22E-17
Igsf9,Deiters_1st/2nd_row,2.58E-27,0.292354933,0.283,0.127,5.97E-23
Msi1,Deiters_1st/2nd_row,1.59E-18,0.292115896,0.411,0.252,3.68E-14
Nme1,Deiters_1st/2nd_row,5.00E-28,0.29189782,0.864,0.71,1.16E-23
Sfxn1,Deiters_1st/2nd_row,4.00E-17,0.291785168,0.451,0.295,9.26E-13
Zwint,Deiters_1st/2nd_row,1.18E-22,0.291373973,0.739,0.559,2.72E-18
Lap3,Deiters_1st/2nd_row,1.58E-19,0.290282156,0.605,0.424,3.66E-15
Zfand5,Deiters_1st/2nd_row,3.32E-16,0.287653602,0.77,0.638,7.67E-12
Mapre1,Deiters_1st/2nd_row,1.16E-16,0.28462641,0.688,0.536,2.69E-12
Stx6,Deiters_1st/2nd_row,5.51E-16,0.282537893,0.487,0.337,1.28E-11
Ran,Deiters_1st/2nd_row,1.15E-21,0.282445782,0.879,0.774,2.65E-17
Sesn3,Deiters_1st/2nd_row,3.40E-21,0.28208879,0.359,0.196,7.87E-17
Mrps28,Deiters_1st/2nd_row,2.52E-18,0.281494486,0.627,0.47,5.83E-14
Sfrp1,Deiters_1st/2nd_row,5.45E-12,0.280372677,0.947,0.919,1.26E-07
Agrn,Deiters_1st/2nd_row,2.87E-18,0.278611492,0.384,0.23,6.64E-14
Rcn2,Deiters_1st/2nd_row,4.25E-21,0.27845876,0.87,0.746,9.84E-17
Kif5b,Deiters_1st/2nd_row,7.69E-17,0.277645329,0.879,0.778,1.78E-12
Prpf38b,Deiters_1st/2nd_row,1.12E-20,0.277080345,0.303,0.159,2.58E-16
Tk2,Deiters_1st/2nd_row,4.31E-34,0.276195761,0.266,0.102,9.98E-30
Zdhhc12,Deiters_1st/2nd_row,1.36E-18,0.2761434,0.373,0.219,3.16E-14
Inafm1,Deiters_1st/2nd_row,4.31E-20,0.273932353,0.366,0.208,9.98E-16
Rsl1d1,Deiters_1st/2nd_row,5.79E-17,0.273701234,0.621,0.457,1.34E-12
Memo1,Deiters_1st/2nd_row,2.04E-13,0.273599682,0.288,0.173,4.71E-09
C1qbp,Deiters_1st/2nd_row,3.07E-19,0.271843282,0.685,0.528,7.11E-15
Nptx2,Deiters_1st/2nd_row,3.44E-26,0.271333311,0.505,0.284,7.96E-22
Desi2,Deiters_1st/2nd_row,1.87E-16,0.26982316,0.328,0.192,4.32E-12
Rras2,Deiters_1st/2nd_row,4.26E-19,0.269643017,0.299,0.157,9.86E-15
Il10rb,Deiters_1st/2nd_row,9.36E-20,0.268499328,0.317,0.17,2.17E-15
Plpp1,Deiters_1st/2nd_row,1.75E-15,0.268290404,0.255,0.139,4.06E-11
Cd82,Deiters_1st/2nd_row,9.17E-18,0.26768325,0.504,0.338,2.12E-13
Ankrd10,Deiters_1st/2nd_row,2.98E-16,0.267564959,0.342,0.2,6.90E-12
Nap1l4,Deiters_1st/2nd_row,3.97E-12,0.265900285,0.471,0.34,9.20E-08
Fbxo44,Deiters_1st/2nd_row,2.83E-18,0.26580048,0.368,0.214,6.55E-14
Rab25,Deiters_1st/2nd_row,3.56E-15,0.265654523,0.525,0.376,8.24E-11
Llgl2,Deiters_1st/2nd_row,2.76E-24,0.265600028,0.259,0.117,6.38E-20
Rbm25,Deiters_1st/2nd_row,1.23E-11,0.265329185,0.685,0.549,2.85E-07
Scd2,Deiters_1st/2nd_row,1.56E-13,0.264297529,0.533,0.396,3.60E-09
Ppp2ca,Deiters_1st/2nd_row,1.68E-17,0.262886186,0.527,0.355,3.88E-13
2310030G06Rik,Deiters_1st/2nd_row,1.04E-12,0.261287109,0.357,0.232,2.40E-08
Rtcb,Deiters_1st/2nd_row,7.94E-16,0.260641231,0.659,0.493,1.84E-11
Ppp1r14b,Deiters_1st/2nd_row,6.07E-15,0.26045366,0.527,0.376,1.41E-10
Sox9,Deiters_1st/2nd_row,2.77E-17,0.259620601,0.732,0.568,6.42E-13
Psmb3,Deiters_1st/2nd_row,6.02E-18,0.259179874,0.92,0.85,1.39E-13
Ndufs8,Deiters_1st/2nd_row,1.27E-14,0.25876575,0.643,0.506,2.94E-10
Gnl3,Deiters_1st/2nd_row,4.74E-16,0.258301639,0.322,0.186,1.10E-11
Tle1,Deiters_1st/2nd_row,1.36E-15,0.257895568,0.554,0.384,3.14E-11
Cdk4,Deiters_1st/2nd_row,7.33E-14,0.257549458,0.832,0.759,1.70E-09
Clip1,Deiters_1st/2nd_row,1.73E-18,0.257472051,0.308,0.166,4.01E-14
Hpcal1,Deiters_1st/2nd_row,1.25E-26,0.257312365,0.44,0.231,2.90E-22
Hspd1,Deiters_1st/2nd_row,7.82E-11,0.256572267,0.65,0.521,1.81E-06
Ripk4,Deiters_1st/2nd_row,1.91E-18,0.256325437,0.292,0.154,4.41E-14
Creb5,Deiters_1st/2nd_row,2.18E-15,0.253844338,0.263,0.14,5.05E-11
Itgb1,Deiters_1st/2nd_row,1.99E-14,0.253642361,0.569,0.419,4.59E-10
Trim8,Deiters_1st/2nd_row,2.21E-17,0.251767927,0.395,0.24,5.12E-13
Snw1,Deiters_1st/2nd_row,6.25E-15,0.251334523,0.618,0.462,1.45E-10
Fbxo21,Deiters_1st/2nd_row,3.92E-16,0.250122703,0.257,0.138,9.06E-12
Igfbpl1,Deiters_3rd_row,0,2.260531511,0.764,0.022,0
Prss23,Deiters_3rd_row,9.92E-132,2.075149038,1,0.337,2.30E-127
Hes5,Deiters_3rd_row,4.69E-148,1.98928491,0.913,0.182,1.08E-143
Lfng,Deiters_3rd_row,1.30E-266,1.976510564,0.969,0.117,3.01E-262
S100a1,Deiters_3rd_row,8.72E-90,1.805177858,0.994,0.517,2.02E-85
Rflnb,Deiters_3rd_row,6.17E-232,1.780639781,0.944,0.122,1.43E-227
Serpine2,Deiters_3rd_row,7.08E-172,1.562022997,0.845,0.125,1.64E-167
Fzd9,Deiters_3rd_row,3.31E-147,1.558488009,0.938,0.202,7.65E-143
Socs2,Deiters_3rd_row,1.10E-98,1.550709837,0.981,0.409,2.55E-94
Tectb,Deiters_3rd_row,9.45E-87,1.504275973,1,0.42,2.19E-82
Skp1a,Deiters_3rd_row,7.63E-79,1.462812222,1,0.802,1.76E-74
Eno1,Deiters_3rd_row,7.16E-88,1.446105906,0.994,0.629,1.66E-83
Stmn1,Deiters_3rd_row,1.92E-78,1.420394351,0.944,0.473,4.44E-74
Cox4i2,Deiters_3rd_row,3.53E-127,1.408449591,0.745,0.132,8.16E-123
Fgfr3,Deiters_3rd_row,7.35E-284,1.359455138,0.863,0.077,1.70E-279
Ramp3,Deiters_3rd_row,6.15E-218,1.326470839,0.845,0.097,1.42E-213
Cryab,Deiters_3rd_row,2.60E-62,1.325070698,0.975,0.768,6.01E-58
Fgf3,Deiters_3rd_row,0,1.264762213,0.627,0.022,0
Zbtb20,Deiters_3rd_row,1.39E-73,1.26131589,0.981,0.565,3.21E-69
4930523C07Rik,Deiters_3rd_row,1.16E-177,1.240966972,0.789,0.103,2.69E-173
Nav2,Deiters_3rd_row,1.71E-160,1.19850522,0.72,0.095,3.95E-156
Nrcam,Deiters_3rd_row,7.87E-122,1.164353604,0.764,0.14,1.82E-117
Ptprk,Deiters_3rd_row,9.74E-89,1.161654148,0.789,0.199,2.25E-84
Uchl1,Deiters_3rd_row,6.91E-72,1.158948963,0.969,0.531,1.60E-67
Eva1a,Deiters_3rd_row,6.18E-175,1.141564165,0.702,0.081,1.43E-170
Fam159b,Deiters_3rd_row,1.44E-177,1.136082871,0.677,0.071,3.32E-173
Fzd4,Deiters_3rd_row,3.36E-112,1.122446556,0.671,0.115,7.78E-108
Ntf3,Deiters_3rd_row,1.84E-78,1.113475893,0.857,0.266,4.26E-74
Lhfp,Deiters_3rd_row,0,1.098820824,0.621,0.026,0
Fam204a,Deiters_3rd_row,1.11E-63,1.093375242,0.907,0.445,2.56E-59
Prox1,Deiters_3rd_row,5.31E-300,1.066907197,0.634,0.037,1.23E-295
Rab3b,Deiters_3rd_row,1.39E-130,1.061743316,0.571,0.07,3.22E-126
Gdpd1,Deiters_3rd_row,6.33E-64,1.019540218,0.857,0.325,1.46E-59
Hey1,Deiters_3rd_row,3.49E-58,1.015959662,0.957,0.482,8.08E-54
2310022B05Rik,Deiters_3rd_row,2.73E-71,1.010729795,0.789,0.242,6.33E-67
Emid1,Deiters_3rd_row,1.80E-96,0.996917901,0.839,0.195,4.17E-92
Umodl1,Deiters_3rd_row,0,0.957056663,0.547,0.007,0
Emilin2,Deiters_3rd_row,0,0.956417237,0.509,0.015,0
Ldhb,Deiters_3rd_row,1.09E-50,0.954960205,1,0.954,2.53E-46
Fkbp1a,Deiters_3rd_row,1.84E-62,0.951923571,0.994,0.852,4.26E-58
Grtp1,Deiters_3rd_row,5.40E-76,0.939204131,0.64,0.144,1.25E-71
Inhba,Deiters_3rd_row,2.69E-126,0.931234031,0.484,0.051,6.23E-122
Phlda1,Deiters_3rd_row,2.18E-53,0.927181895,0.882,0.372,5.04E-49
Rffl,Deiters_3rd_row,3.59E-154,0.921105112,0.596,0.066,8.30E-150
Ppp1r2,Deiters_3rd_row,5.65E-60,0.902164505,0.969,0.647,1.31E-55
Tns1,Deiters_3rd_row,7.78E-123,0.897110063,0.509,0.06,1.80E-118
Lgr5,Deiters_3rd_row,2.11E-122,0.895155021,0.578,0.076,4.88E-118
Cdkn1a,Deiters_3rd_row,6.22E-64,0.894231688,0.689,0.186,1.44E-59
Lockd,Deiters_3rd_row,5.17E-83,0.880386188,0.571,0.102,1.20E-78
Mycl,Deiters_3rd_row,9.60E-59,0.879670366,0.689,0.195,2.22E-54
Fam83a,Deiters_3rd_row,1.96E-124,0.879437104,0.41,0.037,4.53E-120
Mgll,Deiters_3rd_row,1.18E-132,0.875413302,0.466,0.046,2.73E-128
Slitrk6,Deiters_3rd_row,1.68E-118,0.874241405,0.621,0.089,3.89E-114
Ppp2r2b,Deiters_3rd_row,9.53E-73,0.865464525,0.615,0.133,2.21E-68
Id4,Deiters_3rd_row,9.98E-39,0.85007922,0.925,0.556,2.31E-34
Sox2,Deiters_3rd_row,2.42E-54,0.84953177,0.77,0.251,5.60E-50
Proser2,Deiters_3rd_row,2.52E-112,0.839933116,0.584,0.083,5.83E-108
Kremen1,Deiters_3rd_row,1.72E-87,0.838504489,0.652,0.13,3.97E-83
Dact2,Deiters_3rd_row,6.38E-105,0.836727844,0.578,0.086,1.48E-100
Cdh1,Deiters_3rd_row,3.18E-52,0.829288126,0.714,0.239,7.36E-48
Gstm1,Deiters_3rd_row,2.56E-36,0.821370531,0.634,0.245,5.93E-32
Anxa5,Deiters_3rd_row,6.72E-36,0.82074336,0.938,0.712,1.56E-31
Nupr1,Deiters_3rd_row,2.31E-97,0.805822687,0.404,0.045,5.35E-93
Nectin3,Deiters_3rd_row,3.30E-81,0.801709199,0.516,0.088,7.63E-77
Bend4,Deiters_3rd_row,4.29E-102,0.80152302,0.453,0.056,9.93E-98
Rcn1,Deiters_3rd_row,7.97E-43,0.800419181,0.969,0.68,1.84E-38
Tbpl1,Deiters_3rd_row,9.00E-32,0.799206325,0.652,0.282,2.08E-27
Cxcl12,Deiters_3rd_row,3.56E-58,0.794128737,0.59,0.146,8.24E-54
Aqp11,Deiters_3rd_row,5.22E-40,0.780349849,0.795,0.372,1.21E-35
Hs3st1,Deiters_3rd_row,4.52E-68,0.779492999,0.59,0.126,1.05E-63
Unc5b,Deiters_3rd_row,7.74E-67,0.777408986,0.497,0.097,1.79E-62
Gata3,Deiters_3rd_row,1.15E-41,0.773299534,0.925,0.54,2.66E-37
Jag1,Deiters_3rd_row,6.83E-54,0.771956884,0.714,0.224,1.58E-49
Gas1,Deiters_3rd_row,2.40E-31,0.770335654,0.932,0.661,5.55E-27
Tmprss3,Deiters_3rd_row,1.91E-69,0.757340864,0.491,0.091,4.41E-65
Car14,Deiters_3rd_row,6.15E-148,0.757270275,0.503,0.046,1.42E-143
Rassf10,Deiters_3rd_row,1.56E-34,0.7489263,0.578,0.201,3.62E-30
Tram2,Deiters_3rd_row,2.71E-81,0.748922313,0.46,0.069,6.27E-77
Clstn1,Deiters_3rd_row,3.43E-42,0.746288112,0.814,0.377,7.95E-38
Cxadr,Deiters_3rd_row,1.59E-35,0.744102892,0.683,0.277,3.69E-31
Cfc1,Deiters_3rd_row,0,0.742141988,0.273,0.001,0
S100a13,Deiters_3rd_row,1.22E-52,0.739936173,0.671,0.194,2.83E-48
Gm266,Deiters_3rd_row,1.86E-69,0.736423985,0.441,0.073,4.31E-65
Emx2,Deiters_3rd_row,7.62E-93,0.735731078,0.472,0.065,1.76E-88
9230102O04Rik,Deiters_3rd_row,8.90E-40,0.734161905,0.826,0.4,2.06E-35
Fblim1,Deiters_3rd_row,5.15E-39,0.723131304,0.596,0.198,1.19E-34
Vstm2b,Deiters_3rd_row,5.81E-122,0.722575015,0.391,0.035,1.34E-117
Efna4,Deiters_3rd_row,5.72E-35,0.719863947,0.565,0.191,1.32E-30
Got2,Deiters_3rd_row,3.62E-31,0.716185278,0.683,0.311,8.37E-27
Ppp1cc,Deiters_3rd_row,5.47E-27,0.715237206,0.752,0.435,1.27E-22
Cited2,Deiters_3rd_row,1.15E-25,0.704533783,0.857,0.554,2.67E-21
Emb,Deiters_3rd_row,3.64E-54,0.699570477,0.528,0.125,8.42E-50
Tbc1d10a,Deiters_3rd_row,5.05E-37,0.699512253,0.634,0.242,1.17E-32
Pcp4,Deiters_3rd_row,1.87E-142,0.699259749,0.975,0.186,4.32E-138
Rora,Deiters_3rd_row,3.97E-50,0.698091542,0.491,0.112,9.19E-46
Thbs1,Deiters_3rd_row,2.59E-35,0.691320348,0.708,0.288,5.98E-31
Ifngr2,Deiters_3rd_row,9.61E-47,0.688817672,0.689,0.223,2.22E-42
Ackr3,Deiters_3rd_row,1.59E-32,0.688397666,0.547,0.187,3.67E-28
Ninj1,Deiters_3rd_row,5.66E-36,0.684534625,0.95,0.678,1.31E-31
Hspb2,Deiters_3rd_row,5.28E-47,0.679817787,0.41,0.089,1.22E-42
Tgfbr1,Deiters_3rd_row,5.58E-53,0.67472483,0.484,0.11,1.29E-48
Lor,Deiters_3rd_row,5.60E-32,0.666499324,0.472,0.147,1.30E-27
Apbb2,Deiters_3rd_row,2.73E-57,0.666226964,0.484,0.103,6.32E-53
Ifitm2,Deiters_3rd_row,1.36E-34,0.665010845,0.913,0.535,3.14E-30
S100a6,Deiters_3rd_row,4.11E-37,0.663822622,0.652,0.238,9.52E-33
Gnai2,Deiters_3rd_row,4.41E-29,0.660382252,0.839,0.483,1.02E-24
Sh3glb2,Deiters_3rd_row,1.28E-27,0.656032399,0.727,0.367,2.97E-23
Ccnt2,Deiters_3rd_row,4.31E-31,0.651579892,0.702,0.313,9.98E-27
Lsamp,Deiters_3rd_row,5.02E-43,0.650978367,0.646,0.208,1.16E-38
Ccnjl,Deiters_3rd_row,2.43E-49,0.647726404,0.447,0.1,5.62E-45
Igfbp5,Deiters_3rd_row,4.98E-25,0.647429115,0.839,0.529,1.15E-20
Slc7a5,Deiters_3rd_row,4.34E-86,0.643889524,0.404,0.05,1.00E-81
Gm5514,Deiters_3rd_row,9.82E-19,0.64338673,0.64,0.364,2.27E-14
Cep41,Deiters_3rd_row,8.33E-48,0.636968271,0.385,0.074,1.93E-43
Arrdc4,Deiters_3rd_row,1.45E-28,0.634838448,0.72,0.329,3.35E-24
Gng12,Deiters_3rd_row,5.20E-38,0.630681195,0.46,0.127,1.20E-33
Cmtm7,Deiters_3rd_row,5.04E-28,0.628837457,0.72,0.35,1.17E-23
Itga6,Deiters_3rd_row,1.23E-38,0.627298117,0.491,0.137,2.84E-34
Raver2,Deiters_3rd_row,1.21E-47,0.623155156,0.466,0.108,2.79E-43
Nsun5,Deiters_3rd_row,4.46E-58,0.62290536,0.366,0.06,1.03E-53
Camta1,Deiters_3rd_row,2.23E-29,0.619964796,0.758,0.353,5.15E-25
Max,Deiters_3rd_row,2.76E-21,0.619800928,0.733,0.444,6.39E-17
Sall1,Deiters_3rd_row,6.28E-58,0.609914923,0.379,0.064,1.45E-53
Cdkn1b,Deiters_3rd_row,3.29E-34,0.602242213,0.429,0.12,7.62E-30
Fscn1,Deiters_3rd_row,4.11E-52,0.601299204,0.41,0.08,9.50E-48
Sox11,Deiters_3rd_row,9.01E-19,0.59100114,0.646,0.33,2.08E-14
Fgfrl1,Deiters_3rd_row,4.52E-38,0.590975192,0.559,0.177,1.05E-33
Acot1,Deiters_3rd_row,6.34E-27,0.589201752,0.863,0.519,1.47E-22
Igsf8,Deiters_3rd_row,9.96E-31,0.588229298,0.671,0.281,2.30E-26
Adgrg6,Deiters_3rd_row,1.58E-46,0.585669909,0.416,0.09,3.65E-42
Pgm5,Deiters_3rd_row,4.86E-61,0.568420571,0.366,0.057,1.12E-56
Rtn1,Deiters_3rd_row,1.04E-22,0.562332531,0.627,0.286,2.40E-18
Gmnn,Deiters_3rd_row,4.27E-67,0.561746848,0.304,0.037,9.89E-63
Marveld3,Deiters_3rd_row,1.22E-31,0.560765391,0.435,0.127,2.81E-27
Fkbp4,Deiters_3rd_row,1.15E-27,0.558773922,0.944,0.744,2.67E-23
Nrarp,Deiters_3rd_row,1.54E-21,0.558175336,0.758,0.413,3.57E-17
Smim3,Deiters_3rd_row,1.25E-37,0.557486789,0.429,0.109,2.89E-33
Hspa2,Deiters_3rd_row,5.32E-21,0.555243763,0.652,0.319,1.23E-16
Sox13,Deiters_3rd_row,8.02E-57,0.554102076,0.36,0.058,1.85E-52
Ptx3,Deiters_3rd_row,4.73E-74,0.553917648,0.317,0.036,1.09E-69
Tmem86a,Deiters_3rd_row,3.59E-56,0.553730974,0.354,0.057,8.30E-52
Gpr37,Deiters_3rd_row,6.08E-49,0.552639259,0.404,0.081,1.41E-44
Nudt4,Deiters_3rd_row,6.28E-30,0.547394494,0.646,0.258,1.45E-25
Stx3,Deiters_3rd_row,5.95E-22,0.545471307,0.553,0.242,1.38E-17
Pdzrn4,Deiters_3rd_row,1.17E-62,0.541231259,0.298,0.038,2.70E-58
Cnksr3,Deiters_3rd_row,1.05E-49,0.540749119,0.36,0.066,2.43E-45
Mgst3,Deiters_3rd_row,8.03E-27,0.539056465,0.981,0.79,1.86E-22
Rnd2,Deiters_3rd_row,5.13E-28,0.536292111,0.602,0.234,1.19E-23
Rragd,Deiters_3rd_row,1.95E-62,0.535574688,0.36,0.054,4.52E-58
Tenm4,Deiters_3rd_row,3.96E-27,0.53352408,0.559,0.216,9.16E-23
Ebf1,Deiters_3rd_row,6.55E-30,0.530809849,0.981,0.866,1.52E-25
Sema6a,Deiters_3rd_row,7.34E-21,0.530454482,0.54,0.236,1.70E-16
Rpia,Deiters_3rd_row,1.85E-23,0.526254815,0.391,0.13,4.29E-19
Snrpn,Deiters_3rd_row,1.67E-20,0.524985576,0.789,0.5,3.87E-16
Bcar3,Deiters_3rd_row,2.04E-53,0.524582423,0.354,0.06,4.72E-49
2310030G06Rik,Deiters_3rd_row,2.85E-22,0.521578339,0.54,0.233,6.61E-18
Carhsp1,Deiters_3rd_row,8.24E-25,0.518985318,0.553,0.219,1.91E-20
Cyp26b1,Deiters_3rd_row,7.53E-18,0.518530701,0.429,0.177,1.74E-13
Pkd2l1,Deiters_3rd_row,1.30E-109,0.517227377,0.323,0.026,3.02E-105
Ppp1r1a,Deiters_3rd_row,8.03E-29,0.516612067,0.59,0.221,1.86E-24
Smagp,Deiters_3rd_row,8.69E-62,0.515505981,0.373,0.056,2.01E-57
Tst,Deiters_3rd_row,4.27E-22,0.514127708,0.497,0.197,9.88E-18
Fbn2,Deiters_3rd_row,2.41E-22,0.511649751,0.621,0.277,5.58E-18
Snrpd3,Deiters_3rd_row,2.22E-25,0.510144244,0.913,0.684,5.14E-21
Pantr1,Deiters_3rd_row,6.79E-15,0.509286648,0.646,0.378,1.57E-10
Sipa1l1,Deiters_3rd_row,6.90E-17,0.508568806,0.801,0.535,1.60E-12
Ctnnbip1,Deiters_3rd_row,5.86E-15,0.507402192,0.826,0.623,1.36E-10
Sox21,Deiters_3rd_row,1.91E-22,0.505443428,0.466,0.176,4.41E-18
Cmtm8,Deiters_3rd_row,1.83E-15,0.501833581,0.708,0.438,4.24E-11
Cisd1,Deiters_3rd_row,2.34E-17,0.499806495,0.77,0.543,5.42E-13
Tuba1a,Deiters_3rd_row,5.01E-12,0.499494752,0.938,0.843,1.16E-07
Frmd4a,Deiters_3rd_row,1.23E-34,0.497503137,0.373,0.092,2.85E-30
Prkar2a,Deiters_3rd_row,6.72E-25,0.495876967,0.522,0.196,1.56E-20
Ephb1,Deiters_3rd_row,5.39E-46,0.495291421,0.335,0.062,1.25E-41
Pcbp4,Deiters_3rd_row,2.90E-19,0.493606921,0.913,0.774,6.71E-15
Slc27a1,Deiters_3rd_row,1.25E-18,0.492525236,0.609,0.293,2.89E-14
Tspan12,Deiters_3rd_row,5.38E-24,0.490093337,0.547,0.214,1.24E-19
Rnf180,Deiters_3rd_row,3.90E-21,0.489275723,0.41,0.149,9.02E-17
Mgst1,Deiters_3rd_row,5.07E-19,0.487345427,0.925,0.69,1.17E-14
Gpc6,Deiters_3rd_row,8.67E-20,0.484594421,0.559,0.246,2.01E-15
Heyl,Deiters_3rd_row,1.23E-23,0.48266819,0.522,0.192,2.85E-19
Gm45716,Deiters_3rd_row,3.08E-26,0.48211339,0.391,0.12,7.14E-22
Sall3,Deiters_3rd_row,2.97E-21,0.481683223,0.46,0.179,6.88E-17
Ranbp1,Deiters_3rd_row,8.30E-23,0.480513627,0.944,0.785,1.92E-18
Ckb,Deiters_3rd_row,5.61E-22,0.479850377,0.95,0.779,1.30E-17
Lacc1,Deiters_3rd_row,1.58E-37,0.476465363,0.261,0.045,3.65E-33
S100b,Deiters_3rd_row,1.41E-56,0.475403248,0.379,0.063,3.26E-52
Rnf165,Deiters_3rd_row,4.33E-63,0.469752442,0.298,0.037,1.00E-58
Sdk1,Deiters_3rd_row,1.57E-21,0.469418253,0.398,0.139,3.64E-17
